customer_id,last_purchase,first_purchase,frequency,monetary,recency_days,tenure_days,avg_gap_days,expected_gap,overdue_ratio,R,F,M,rfm_score,avg_order_value,segment
C01132,2026-03-21,2024-04-20,26,69974.85,10,710,28.4,28.4,0.35,4,5,3,12,2691.34,Steady middle - hold
C00749,2026-01-29,2024-04-29,21,69954.8,61,701,35.05,35.05,1.74,1,3,3,7,3331.18,Steady middle - hold
C00185,2026-01-11,2024-05-22,19,69953.97,79,678,37.666666666666664,37.666666666666664,2.1,1,2,3,6,3681.79,Steady middle - hold
C02114,2026-02-17,2024-04-03,22,69944.48,42,727,34.61904761904762,34.61904761904762,1.21,2,4,3,9,3179.29,Loyal but slipping - reactivate
C02363,2026-03-28,2024-06-16,20,69893.32,3,653,34.36842105263158,34.36842105263158,0.09,5,3,3,11,3494.67,Steady middle - hold
C02461,2026-03-23,2024-05-26,22,69892.75,8,674,32.095238095238095,32.095238095238095,0.25,4,4,3,11,3176.94,Steady middle - hold
C01611,2026-03-25,2024-04-16,24,69888.64,6,714,31.043478260869566,31.043478260869566,0.19,5,4,3,12,2912.03,Steady middle - hold
C01085,2025-10-07,2024-04-22,16,69817.01000000001,175,708,47.2,47.2,3.71,1,1,3,5,4363.56,Steady middle - hold
C01328,2026-03-07,2024-04-13,25,69769.42,24,717,29.875,29.875,0.8,3,4,3,10,2790.78,Steady middle - hold
C00190,2026-01-13,2024-04-30,20,69724.43,77,700,36.8421052631579,36.8421052631579,2.09,1,2,3,6,3486.22,Steady middle - hold
C02205,2026-03-27,2024-04-29,32,69681.34,4,701,22.612903225806452,22.612903225806452,0.18,5,5,3,13,2177.54,Steady middle - hold
C02246,2026-02-02,2024-04-07,23,69655.44,57,723,32.86363636363637,32.86363636363637,1.73,2,4,3,9,3028.5,Loyal but slipping - reactivate
C02582,2026-03-28,2024-06-27,24,69639.37,3,642,27.91304347826087,27.91304347826087,0.11,5,4,3,12,2901.64,Steady middle - hold
C02379,2026-01-20,2024-04-12,21,69638.74,70,718,35.9,35.9,1.95,1,3,3,7,3316.13,Steady middle - hold
C01568,2026-03-30,2024-04-18,23,69584.52,1,712,32.36363636363637,32.36363636363637,0.03,5,4,3,12,3025.41,Steady middle - hold
C02292,2026-03-13,2024-04-28,20,69566.17,18,702,36.94736842105263,36.94736842105263,0.49,3,3,3,9,3478.31,Steady middle - hold
C00602,2026-02-08,2024-04-08,19,69548.52,51,722,40.111111111111114,40.111111111111114,1.27,2,2,3,7,3660.45,Steady middle - hold
C02255,2026-03-09,2024-05-28,20,69531.37,22,672,35.36842105263158,35.36842105263158,0.62,3,3,3,9,3476.57,Steady middle - hold
C00456,2026-01-18,2024-04-20,19,69501.42,72,710,39.44444444444444,39.44444444444444,1.83,1,2,3,6,3657.97,Steady middle - hold
C00325,2026-03-25,2024-04-20,24,69484.92,6,710,30.869565217391305,30.869565217391305,0.19,5,4,3,12,2895.2,Steady middle - hold
C00357,2026-02-08,2024-04-23,15,69472.15,51,707,50.5,50.5,1.01,2,1,3,6,4631.48,Steady middle - hold
C00266,2026-03-12,2024-08-05,18,69465.35999999999,19,603,35.470588235294116,35.470588235294116,0.54,3,1,3,7,3859.19,Steady middle - hold
C01702,2026-03-19,2024-08-14,19,69464.5,12,594,33.0,33.0,0.36,4,2,3,9,3656.03,New - convert to second purchase
C00967,2026-01-30,2024-04-06,17,69434.89,60,724,45.25,45.25,1.33,1,1,3,5,4084.41,Steady middle - hold
C01907,2026-03-06,2024-05-31,22,69421.37,25,669,31.857142857142858,31.857142857142858,0.78,3,3,3,9,3155.52,Steady middle - hold
C01927,2026-03-05,2024-10-19,19,69390.37,26,528,29.333333333333332,29.333333333333332,0.89,3,2,3,8,3652.12,Steady middle - hold
C00157,2026-03-13,2024-06-27,18,69333.47,18,642,37.76470588235294,37.76470588235294,0.48,3,1,3,7,3851.86,Steady middle - hold
C00843,2026-03-15,2024-05-30,22,69278.33,16,670,31.904761904761905,31.904761904761905,0.5,4,3,3,10,3149.02,Steady middle - hold
C02141,2026-03-01,2024-05-27,22,69269.65000000001,30,673,32.04761904761905,32.04761904761905,0.94,3,4,3,10,3148.62,Steady middle - hold
C00674,2026-03-31,2024-04-06,18,69188.63,0,724,42.588235294117645,42.588235294117645,0.0,5,2,3,10,3843.81,New - convert to second purchase
C02008,2026-03-24,2024-06-25,19,69128.66,7,644,35.77777777777778,35.77777777777778,0.2,5,2,3,10,3638.35,New - convert to second purchase
C01732,2026-03-02,2024-05-02,30,69116.23,29,698,24.06896551724138,24.06896551724138,1.2,3,5,3,11,2303.87,Steady middle - hold
C01008,2026-03-31,2024-04-06,27,69094.47,0,724,27.846153846153847,27.846153846153847,0.0,5,5,3,13,2559.05,Steady middle - hold
C00037,2026-01-24,2024-10-04,21,69088.77,66,543,27.15,27.15,2.43,1,3,3,7,3289.94,Steady middle - hold
C01094,2025-12-01,2024-05-12,22,69045.69,120,688,32.76190476190476,32.76190476190476,3.66,1,3,3,7,3138.44,Steady middle - hold
C00152,2026-03-07,2024-05-17,21,69014.59999999999,24,683,34.15,34.15,0.7,3,3,3,9,3286.41,Steady middle - hold
C01910,2026-01-25,2024-05-21,26,68934.7,65,679,27.16,27.16,2.39,1,5,3,9,2651.33,Loyal but slipping - reactivate
C00226,2026-02-22,2024-04-17,19,68914.95,37,713,39.611111111111114,39.611111111111114,0.93,2,2,3,7,3627.1,Steady middle - hold
C01464,2026-03-22,2024-04-14,26,68895.56999999999,9,716,28.64,28.64,0.31,4,5,3,12,2649.83,Steady middle - hold
C01174,2026-03-03,2024-04-11,27,68878.34,28,719,27.653846153846153,27.653846153846153,1.01,3,5,3,11,2551.05,Steady middle - hold
C01017,2026-03-27,2024-04-19,21,68802.45999999999,4,711,35.55,35.55,0.11,5,3,3,11,3276.31,Steady middle - hold
C00497,2026-01-25,2024-05-13,21,68793.43000000001,65,687,34.35,34.35,1.89,1,3,3,7,3275.88,Steady middle - hold
C01115,2026-01-30,2024-04-28,24,68770.91,60,702,30.52173913043478,30.52173913043478,1.97,1,4,3,8,2865.45,Loyal but slipping - reactivate
C00402,2025-12-28,2024-05-19,20,68756.76000000001,93,681,35.8421052631579,35.8421052631579,2.59,1,2,3,6,3437.84,Steady middle - hold
C00183,2026-01-15,2024-04-14,22,68741.48,75,716,34.095238095238095,34.095238095238095,2.2,1,3,3,7,3124.61,Steady middle - hold
C01686,2026-03-29,2024-05-19,22,68740.12,2,681,32.42857142857143,32.42857142857143,0.06,5,3,3,11,3124.55,Steady middle - hold
C00144,2026-02-21,2024-04-19,20,68708.99,38,711,37.421052631578945,37.421052631578945,1.02,2,2,3,7,3435.45,Steady middle - hold
C01225,2026-03-16,2024-06-11,27,68700.31999999999,15,658,25.307692307692307,25.307692307692307,0.59,4,5,3,12,2544.46,Steady middle - hold
C01018,2026-03-25,2024-06-01,18,68693.04,6,668,39.294117647058826,39.294117647058826,0.15,5,2,3,10,3816.28,New - convert to second purchase
C00916,2026-03-25,2024-06-19,15,68691.68,6,650,46.42857142857143,46.42857142857143,0.13,5,1,3,9,4579.45,New - convert to second purchase
C01733,2026-03-20,2024-04-21,28,68684.93000000001,11,709,26.25925925925926,26.25925925925926,0.42,4,5,3,12,2453.03,Steady middle - hold
C01387,2026-03-30,2024-05-10,27,68674.88,1,690,26.53846153846154,26.53846153846154,0.04,5,5,3,13,2543.51,Steady middle - hold
C00139,2026-02-15,2024-09-23,22,68635.01,44,554,26.38095238095238,26.38095238095238,1.67,2,3,3,8,3119.77,Steady middle - hold
C01943,2026-03-19,2024-05-28,16,68573.28,12,672,44.8,44.8,0.27,4,1,3,8,4285.83,New - convert to second purchase
C00900,2026-03-14,2024-04-09,21,68526.68000000001,17,721,36.05,36.05,0.47,3,3,3,9,3263.18,Steady middle - hold
C01848,2026-03-30,2024-06-26,18,68488.17,1,643,37.8235294117647,37.8235294117647,0.03,5,2,3,10,3804.9,New - convert to second purchase
C00703,2026-03-22,2024-04-06,21,68444.42,9,724,36.2,36.2,0.25,4,3,3,10,3259.26,Steady middle - hold
C02164,2026-03-08,2024-04-06,28,68440.0,23,724,26.814814814814813,26.814814814814813,0.86,3,5,3,11,2444.29,Steady middle - hold
C02253,2026-02-27,2024-04-27,25,68345.2,32,703,29.291666666666668,29.291666666666668,1.09,2,5,3,10,2733.81,Loyal but slipping - reactivate
C01240,2026-03-29,2024-04-14,19,68307.31,2,716,39.77777777777778,39.77777777777778,0.05,5,2,3,10,3595.12,New - convert to second purchase
C00985,2026-03-21,2024-05-01,23,68292.94,10,699,31.772727272727273,31.772727272727273,0.31,4,4,3,11,2969.26,Steady middle - hold
C00320,2026-01-12,2024-04-02,19,68266.43000000001,78,728,40.44444444444444,40.44444444444444,1.93,1,2,3,6,3592.97,Steady middle - hold
C01420,2026-02-16,2024-06-16,23,68228.53,43,653,29.681818181818183,29.681818181818183,1.45,2,4,3,9,2966.46,Loyal but slipping - reactivate
C00225,2026-02-08,2024-04-28,25,68222.45,51,702,29.25,29.25,1.74,2,4,3,9,2728.9,Loyal but slipping - reactivate
C00604,2026-01-29,2024-05-12,17,68218.78,61,688,43.0,43.0,1.42,1,1,3,5,4012.87,Steady middle - hold
C00829,2026-03-16,2024-04-08,20,68202.51,15,722,38.0,38.0,0.39,4,2,3,9,3410.13,New - convert to second purchase
C00920,2026-02-18,2024-04-29,24,68193.51,41,701,30.47826086956522,30.47826086956522,1.35,2,4,3,9,2841.4,Loyal but slipping - reactivate
C01098,2026-01-30,2024-04-28,26,68192.08,60,702,28.08,28.08,2.14,1,5,3,9,2622.77,Loyal but slipping - reactivate
C01960,2026-03-22,2024-04-27,21,68189.66,9,703,35.15,35.15,0.26,4,3,3,10,3247.13,Steady middle - hold
C01949,2026-02-24,2024-04-06,22,68179.62,35,724,34.476190476190474,34.476190476190474,1.02,2,3,3,8,3099.07,Steady middle - hold
C01593,2026-01-13,2024-04-25,20,68123.97,77,705,37.10526315789474,37.10526315789474,2.08,1,2,3,6,3406.2,Steady middle - hold
C00422,2026-02-08,2024-04-16,14,68068.05,51,714,54.92307692307692,54.92307692307692,0.93,2,1,3,6,4862.0,Steady middle - hold
C01892,2026-02-04,2024-06-17,19,68034.59,55,652,36.22222222222222,36.22222222222222,1.52,2,2,3,7,3580.77,Steady middle - hold
C02302,2026-03-04,2024-07-26,18,68030.22,27,613,36.05882352941177,36.05882352941177,0.75,3,2,3,8,3779.46,Steady middle - hold
C00803,2026-03-22,2024-04-04,22,67995.65000000001,9,726,34.57142857142857,34.57142857142857,0.26,4,3,3,10,3090.71,Steady middle - hold
C01583,2026-03-14,2024-04-20,17,67966.42,17,710,44.375,44.375,0.38,3,1,3,7,3998.02,Steady middle - hold
C00443,2026-03-28,2024-05-15,24,67951.39,3,685,29.782608695652176,29.782608695652176,0.1,5,4,3,12,2831.31,Steady middle - hold
C00385,2026-03-27,2024-09-04,20,67950.61,4,573,30.157894736842106,30.157894736842106,0.13,5,2,3,10,3397.53,New - convert to second purchase
C00879,2026-01-21,2024-07-26,24,67948.25,69,613,26.652173913043477,26.652173913043477,2.59,1,4,3,8,2831.18,Loyal but slipping - reactivate
C00322,2026-01-14,2024-04-18,20,67935.47,76,712,37.473684210526315,37.473684210526315,2.03,1,2,3,6,3396.77,Steady middle - hold
C00669,2026-03-29,2024-06-01,23,67916.98,2,668,30.363636363636363,30.363636363636363,0.07,5,4,3,12,2952.91,Steady middle - hold
C01909,2026-03-19,2024-05-05,27,67908.17,12,695,26.73076923076923,26.73076923076923,0.45,4,5,3,12,2515.12,Steady middle - hold
C02227,2026-01-09,2024-04-04,22,67894.59,81,726,34.57142857142857,34.57142857142857,2.34,1,4,3,8,3086.12,Loyal but slipping - reactivate
C02312,2026-01-14,2024-04-14,17,67877.62,76,716,44.75,44.75,1.7,1,1,3,5,3992.8,Steady middle - hold
C00584,2026-03-30,2024-04-09,22,67873.63,1,721,34.333333333333336,34.333333333333336,0.03,5,3,3,11,3085.17,Steady middle - hold
C01549,2026-03-29,2024-04-09,26,67860.16,2,721,28.84,28.84,0.07,5,5,3,13,2610.01,Steady middle - hold
C02384,2026-03-05,2024-05-12,19,67848.11,26,688,38.22222222222222,38.22222222222222,0.68,3,2,3,8,3570.95,Steady middle - hold
C02018,2026-03-25,2024-04-02,16,67835.85,6,728,48.53333333333333,48.53333333333333,0.12,5,1,3,9,4239.74,New - convert to second purchase
C02239,2026-03-22,2024-05-08,24,67816.92,9,692,30.08695652173913,30.08695652173913,0.3,4,4,3,11,2825.7,Steady middle - hold
C01592,2026-03-12,2024-04-02,22,67765.42,19,728,34.666666666666664,34.666666666666664,0.55,3,3,3,9,3080.25,Steady middle - hold
C02405,2026-03-09,2024-05-12,15,67750.19,22,688,49.142857142857146,49.142857142857146,0.45,3,1,3,7,4516.68,Steady middle - hold
C00347,2026-02-14,2024-10-09,19,67728.42,45,538,29.88888888888889,29.88888888888889,1.51,2,2,3,7,3564.65,Steady middle - hold
C00272,2026-03-07,2024-06-26,25,67706.51,24,643,26.791666666666668,26.791666666666668,0.9,3,4,3,10,2708.26,Steady middle - hold
C00095,2026-01-02,2024-04-07,19,67692.34,88,723,40.166666666666664,40.166666666666664,2.19,1,2,3,6,3562.75,Steady middle - hold
C01606,2026-03-12,2024-04-11,24,67687.59,19,719,31.26086956521739,31.26086956521739,0.61,3,4,3,10,2820.32,Steady middle - hold
C00984,2026-02-14,2024-05-18,18,67686.70999999999,45,682,40.11764705882353,40.11764705882353,1.12,2,2,3,7,3760.37,Steady middle - hold
C01339,2026-02-01,2024-04-27,23,67659.41,58,703,31.954545454545453,31.954545454545453,1.82,1,4,3,8,2941.71,Loyal but slipping - reactivate
C01655,2025-11-02,2024-04-28,26,67642.78,149,702,28.08,28.08,5.31,1,5,3,9,2601.65,Loyal but slipping - reactivate
C00438,2026-03-08,2024-05-16,22,67625.5,23,684,32.57142857142857,32.57142857142857,0.71,3,3,3,9,3073.89,Steady middle - hold
C02058,2026-01-31,2024-04-27,22,67539.62,59,703,33.476190476190474,33.476190476190474,1.76,1,4,3,8,3069.98,Loyal but slipping - reactivate
C00720,2026-03-08,2024-04-25,17,67532.59,23,705,44.0625,44.0625,0.52,3,1,3,7,3972.51,Steady middle - hold
C00100,2026-02-14,2024-04-03,22,67525.55,45,727,34.61904761904762,34.61904761904762,1.3,2,3,3,8,3069.34,Steady middle - hold
C00098,2026-01-26,2024-04-06,24,67519.48,64,724,31.47826086956522,31.47826086956522,2.03,1,4,3,8,2813.31,Loyal but slipping - reactivate
C02167,2026-02-18,2024-04-13,23,67509.95,41,717,32.59090909090909,32.59090909090909,1.26,2,4,3,9,2935.22,Loyal but slipping - reactivate
C01969,2026-03-12,2024-04-07,25,67504.66,19,723,30.125,30.125,0.63,3,5,3,11,2700.19,Steady middle - hold
C00877,2026-03-03,2024-04-02,16,67423.68,28,728,48.53333333333333,48.53333333333333,0.58,3,1,3,7,4213.98,Steady middle - hold
C02541,2026-03-20,2024-04-13,30,67401.92,11,717,24.724137931034484,24.724137931034484,0.44,4,5,3,12,2246.73,Steady middle - hold
C00540,2026-03-28,2024-04-23,23,67330.52,3,707,32.13636363636363,32.13636363636363,0.09,5,4,3,12,2927.41,Steady middle - hold
C00020,2026-02-07,2024-06-08,19,67295.93,52,661,36.72222222222222,36.72222222222222,1.42,2,2,3,7,3541.89,Steady middle - hold
C02245,2026-02-22,2024-04-06,25,67294.92,37,724,30.166666666666668,30.166666666666668,1.23,2,5,3,10,2691.8,Loyal but slipping - reactivate
C00571,2026-02-07,2024-04-27,23,67290.68,52,703,31.954545454545453,31.954545454545453,1.63,2,4,3,9,2925.68,Loyal but slipping - reactivate
C02288,2026-03-22,2024-07-01,18,67227.11,9,638,37.529411764705884,37.529411764705884,0.24,4,2,3,9,3734.84,New - convert to second purchase
C00512,2026-03-25,2024-06-25,14,67197.97,6,644,49.53846153846154,49.53846153846154,0.12,5,1,3,9,4799.86,New - convert to second purchase
C01349,2026-01-24,2024-04-26,17,67172.96,66,704,44.0,44.0,1.5,1,1,3,5,3951.35,Steady middle - hold
C01507,2026-02-20,2024-04-08,24,67152.08,39,722,31.391304347826086,31.391304347826086,1.24,2,4,3,9,2798.0,Loyal but slipping - reactivate
C00489,2026-01-31,2024-04-07,27,67136.0,59,723,27.807692307692307,27.807692307692307,2.12,1,5,3,9,2486.52,Loyal but slipping - reactivate
C02525,2025-11-06,2024-04-09,26,67112.29,145,721,28.84,28.84,5.03,1,5,3,9,2581.24,Loyal but slipping - reactivate
C01107,2026-03-29,2024-05-31,16,67107.2,2,669,44.6,44.6,0.04,5,1,3,9,4194.2,New - convert to second purchase
C00680,2026-03-14,2024-05-19,21,67052.42,17,681,34.05,34.05,0.5,3,3,3,9,3192.97,Steady middle - hold
C02443,2026-01-12,2024-05-12,21,66938.85,78,688,34.4,34.4,2.27,1,3,3,7,3187.56,Steady middle - hold
C01319,2025-12-23,2024-05-10,22,66938.17,98,690,32.857142857142854,32.857142857142854,2.98,1,3,3,7,3042.64,Steady middle - hold
C02310,2026-03-08,2024-04-04,27,66906.76,23,726,27.923076923076923,27.923076923076923,0.82,3,5,3,11,2478.03,Steady middle - hold
C00858,2026-03-26,2024-04-24,19,66884.79,5,706,39.22222222222222,39.22222222222222,0.13,5,2,3,10,3520.25,New - convert to second purchase
C02572,2026-03-12,2024-04-03,27,66834.70999999999,19,727,27.96153846153846,27.96153846153846,0.68,3,5,3,11,2475.36,Steady middle - hold
C02161,2026-02-12,2024-04-05,14,66812.49,47,725,55.76923076923077,55.76923076923077,0.84,2,1,3,6,4772.32,Steady middle - hold
C01480,2026-03-05,2024-04-06,22,66809.96,26,724,34.476190476190474,34.476190476190474,0.75,3,3,3,9,3036.82,Steady middle - hold
C01437,2026-03-16,2024-04-28,20,66772.88,15,702,36.94736842105263,36.94736842105263,0.41,4,2,3,9,3338.64,New - convert to second purchase
C00988,2026-03-23,2024-05-25,26,66750.12,8,675,27.0,27.0,0.3,4,5,3,12,2567.31,Steady middle - hold
C02264,2026-01-31,2024-04-17,22,66731.8,59,713,33.95238095238095,33.95238095238095,1.74,1,4,3,8,3033.26,Loyal but slipping - reactivate
C02487,2026-03-01,2024-05-08,15,66712.66,30,692,49.42857142857143,49.42857142857143,0.61,3,1,3,7,4447.51,Steady middle - hold
C00401,2026-03-31,2024-05-05,20,66701.7,0,695,36.578947368421055,36.578947368421055,0.0,5,2,3,10,3335.08,New - convert to second purchase
C02050,2026-01-25,2024-04-06,19,66700.38,65,724,40.22222222222222,40.22222222222222,1.62,1,2,3,6,3510.55,Steady middle - hold
C01865,2026-03-30,2024-04-13,23,66682.08,1,717,32.59090909090909,32.59090909090909,0.03,5,4,3,12,2899.22,Steady middle - hold
C00823,2026-02-21,2024-04-11,23,66655.5,38,719,32.68181818181818,32.68181818181818,1.16,2,4,3,9,2898.07,Loyal but slipping - reactivate
C01104,2026-03-29,2024-05-05,25,66625.76,2,695,28.958333333333332,28.958333333333332,0.07,5,4,3,12,2665.03,Steady middle - hold
C00046,2026-03-27,2024-05-11,27,66614.97,4,689,26.5,26.5,0.15,5,5,3,13,2467.22,Steady middle - hold
C01642,2026-02-14,2024-04-05,17,66598.48,45,725,45.3125,45.3125,0.99,2,1,3,6,3917.56,Steady middle - hold
C00350,2026-03-31,2024-05-18,21,66573.36,0,682,34.1,34.1,0.0,5,3,3,11,3170.16,Steady middle - hold
C02250,2026-02-20,2024-04-09,22,66573.35,39,721,34.333333333333336,34.333333333333336,1.14,2,4,3,9,3026.06,Loyal but slipping - reactivate
C01845,2026-02-13,2024-05-30,16,66550.76,46,670,44.666666666666664,44.666666666666664,1.03,2,1,3,6,4159.42,Steady middle - hold
C00718,2026-02-27,2024-04-16,22,66548.16,32,714,34.0,34.0,0.94,2,3,3,8,3024.92,Steady middle - hold
C01495,2026-02-06,2024-05-20,15,66543.94,53,680,48.57142857142857,48.57142857142857,1.09,2,1,3,6,4436.26,Steady middle - hold
C01681,2026-03-17,2024-04-15,19,66543.93000000001,14,715,39.72222222222222,39.72222222222222,0.35,4,2,3,9,3502.31,New - convert to second purchase
C00146,2026-03-22,2024-05-24,21,66538.93000000001,9,676,33.8,33.8,0.27,4,3,3,10,3168.52,Steady middle - hold
C01479,2026-03-22,2024-05-05,26,66503.47,9,695,27.8,27.8,0.32,4,5,3,12,2557.83,Steady middle - hold
C00062,2026-03-14,2024-07-07,22,66501.44,17,632,30.095238095238095,30.095238095238095,0.56,3,3,3,9,3022.79,Steady middle - hold
C01139,2026-01-21,2024-04-15,19,66478.73000000001,69,715,39.72222222222222,39.72222222222222,1.74,1,2,3,6,3498.88,Steady middle - hold
C00539,2026-03-13,2024-04-05,23,66465.46,18,725,32.95454545454545,32.95454545454545,0.55,3,4,3,10,2889.8,Steady middle - hold
C00323,2026-01-04,2024-04-11,22,66459.95,86,719,34.23809523809524,34.23809523809524,2.51,1,3,3,7,3020.91,Steady middle - hold
C01244,2026-03-10,2024-11-01,14,66449.77,21,515,39.61538461538461,39.61538461538461,0.53,3,1,3,7,4746.41,Steady middle - hold
C00895,2026-03-03,2024-04-11,23,66363.41,28,719,32.68181818181818,32.68181818181818,0.86,3,4,3,10,2885.37,Steady middle - hold
C01037,2026-01-31,2024-06-01,18,66344.97,59,668,39.294117647058826,39.294117647058826,1.5,1,2,3,6,3685.83,Steady middle - hold
C00109,2026-02-01,2024-04-28,21,66339.91,58,702,35.1,35.1,1.65,1,3,3,7,3159.04,Steady middle - hold
C02063,2026-02-27,2024-09-14,18,66310.45,32,563,33.11764705882353,33.11764705882353,0.97,2,2,3,7,3683.91,Steady middle - hold
C01269,2026-03-10,2024-06-23,17,66290.65000000001,21,646,40.375,40.375,0.52,3,1,3,7,3899.45,Steady middle - hold
C02504,2026-03-21,2024-04-13,17,66265.95,10,717,44.8125,44.8125,0.22,4,1,3,8,3898.0,New - convert to second purchase
C01742,2026-03-29,2024-05-07,21,66249.01,2,693,34.65,34.65,0.06,5,3,3,11,3154.71,Steady middle - hold
C00597,2026-03-17,2024-05-18,24,66248.32,14,682,29.652173913043477,29.652173913043477,0.47,4,4,3,11,2760.35,Steady middle - hold
C00015,2026-03-07,2024-04-10,25,66247.23,24,720,30.0,30.0,0.8,3,4,3,10,2649.89,Steady middle - hold
C00619,2026-03-22,2024-05-18,21,66234.33,9,682,34.1,34.1,0.26,4,3,3,10,3154.02,Steady middle - hold
C00252,2026-03-23,2024-09-12,21,66192.69,8,565,28.25,28.25,0.28,4,3,3,10,3152.03,Steady middle - hold
C02165,2026-02-01,2024-06-04,22,66170.01000000001,58,665,31.666666666666668,31.666666666666668,1.83,1,4,3,8,3007.73,Loyal but slipping - reactivate
C00435,2026-03-11,2024-05-17,18,66161.51,20,683,40.1764705882353,40.1764705882353,0.5,3,2,3,8,3675.64,Steady middle - hold
C01813,2026-03-11,2024-06-01,22,66131.15,20,668,31.80952380952381,31.80952380952381,0.63,3,3,3,9,3005.96,Steady middle - hold
C02528,2026-01-27,2024-04-18,22,66100.71,63,712,33.904761904761905,33.904761904761905,1.86,1,4,3,8,3004.58,Loyal but slipping - reactivate
C01268,2026-03-20,2024-04-08,22,66022.04000000001,11,722,34.38095238095238,34.38095238095238,0.32,4,3,3,10,3001.0,Steady middle - hold
C01466,2026-01-31,2024-04-04,19,65999.86,59,726,40.333333333333336,40.333333333333336,1.46,1,2,3,6,3473.68,Steady middle - hold
C02226,2026-03-29,2024-04-05,20,65987.96,2,725,38.1578947368421,38.1578947368421,0.05,5,3,3,11,3299.4,Steady middle - hold
C00078,2026-03-25,2024-05-07,18,65978.25,6,693,40.76470588235294,40.76470588235294,0.15,5,1,3,9,3665.46,New - convert to second purchase
C02223,2026-02-15,2024-04-08,23,65975.55,44,722,32.81818181818182,32.81818181818182,1.34,2,4,3,9,2868.5,Loyal but slipping - reactivate
C01657,2026-03-15,2024-05-27,19,65950.69,16,673,37.388888888888886,37.388888888888886,0.43,4,2,3,9,3471.09,New - convert to second purchase
C02119,2026-02-15,2024-05-05,21,65899.39,44,695,34.75,34.75,1.27,2,3,3,8,3138.07,Steady middle - hold
C01124,2026-01-29,2024-05-26,22,65897.15,61,674,32.095238095238095,32.095238095238095,1.9,1,3,3,7,2995.32,Steady middle - hold
C01101,2026-01-31,2024-04-07,26,65864.24,59,723,28.92,28.92,2.04,1,5,3,9,2533.24,Loyal but slipping - reactivate
C00885,2026-01-02,2024-04-17,17,65854.55,88,713,44.5625,44.5625,1.97,1,1,3,5,3873.8,Steady middle - hold
C01293,2026-03-27,2024-04-20,20,65851.05,4,710,37.36842105263158,37.36842105263158,0.11,5,2,3,10,3292.55,New - convert to second purchase
C01578,2026-03-25,2024-04-20,23,65848.69,6,710,32.27272727272727,32.27272727272727,0.19,5,4,3,12,2862.99,Steady middle - hold
C02499,2026-02-18,2024-05-26,21,65843.74,41,674,33.7,33.7,1.22,2,3,3,8,3135.42,Steady middle - hold
C02361,2026-02-05,2024-04-17,23,65798.75,54,713,32.40909090909091,32.40909090909091,1.67,2,4,3,9,2860.82,Loyal but slipping - reactivate
C02316,2026-03-08,2024-06-17,22,65786.90000000001,23,652,31.047619047619047,31.047619047619047,0.74,3,4,3,10,2990.31,Steady middle - hold
C02230,2026-02-27,2024-05-11,25,65767.77,32,689,28.708333333333332,28.708333333333332,1.11,2,5,3,10,2630.71,Loyal but slipping - reactivate
C02241,2026-03-25,2024-05-11,23,65727.55,6,689,31.318181818181817,31.318181818181817,0.19,5,4,3,12,2857.72,Steady middle - hold
C00783,2026-03-30,2024-04-03,22,65711.66,1,727,34.61904761904762,34.61904761904762,0.03,5,3,3,11,2986.89,Steady middle - hold
C00302,2026-03-13,2024-04-04,27,65696.5,18,726,27.923076923076923,27.923076923076923,0.64,3,5,3,11,2433.2,Steady middle - hold
C02228,2026-01-28,2024-05-12,21,65687.91,62,688,34.4,34.4,1.8,1,3,3,7,3128.0,Steady middle - hold
C01632,2026-01-12,2024-04-12,16,65664.34,78,718,47.86666666666667,47.86666666666667,1.63,1,1,3,5,4104.02,Steady middle - hold
C02485,2026-03-22,2024-04-14,26,65655.99,9,716,28.64,28.64,0.31,4,5,3,12,2525.23,Steady middle - hold
C00014,2026-03-22,2024-09-17,22,65643.49,9,560,26.666666666666668,26.666666666666668,0.34,4,3,3,10,2983.8,Steady middle - hold
C00760,2026-02-01,2024-07-01,22,65619.99,58,638,30.38095238095238,30.38095238095238,1.91,1,3,3,7,2982.73,Steady middle - hold
C01536,2026-01-27,2024-05-04,21,65591.61,63,696,34.8,34.8,1.81,1,3,3,7,3123.41,Steady middle - hold
C01854,2026-03-16,2024-04-18,19,65590.22,15,712,39.55555555555556,39.55555555555556,0.38,4,2,3,9,3452.12,New - convert to second purchase
C01567,2026-02-27,2024-08-08,20,65587.71,32,600,31.57894736842105,31.57894736842105,1.01,2,2,3,7,3279.39,Steady middle - hold
C01412,2026-03-25,2024-04-13,18,65552.36,6,717,42.1764705882353,42.1764705882353,0.14,5,2,3,10,3641.8,New - convert to second purchase
C02478,2026-03-21,2024-05-01,18,65531.240000000005,10,699,41.11764705882353,41.11764705882353,0.24,4,2,3,9,3640.62,New - convert to second purchase
C01850,2026-03-31,2024-06-10,21,65489.8,0,659,32.95,32.95,0.0,5,3,3,11,3118.56,Steady middle - hold
C01370,2026-03-26,2024-05-17,23,65458.78,5,683,31.045454545454547,31.045454545454547,0.16,5,4,3,12,2846.03,Steady middle - hold
C00097,2026-01-21,2024-10-22,21,65453.369999999995,69,525,26.25,26.25,2.63,1,3,3,7,3116.83,Steady middle - hold
C01184,2026-03-31,2024-04-20,26,65416.11,0,710,28.4,28.4,0.0,5,5,3,13,2516.0,Steady middle - hold
